"","TYPE","ZONE","CASES","DEATH","DATE"
"4117","Childcare","Edmonton",2,0,2021-04-29
"4118","Childcare","Calgary",7,0,2021-04-29
"4119","School","Calgary",2,0,2021-04-29
"4120","Childcare","Calgary",3,0,2021-04-29
"4121","School","North",3,0,2021-04-30
"4122","Junior/High School","North",2,0,2021-04-30
"4123","Long-Term Care","Edmonton",2,0,2021-04-30
"4124","School","Calgary",11,0,2021-04-30
"4125","Junior/High School","Central",3,0,2021-04-30
"4126","Junior/High School","Edmonton",3,0,2021-04-30
"4127","School","North",9,0,2021-04-30
"4128","School","North",8,0,2021-04-30
"4129","Junior/High School","Calgary",6,0,2021-04-30
"4130","Shelter","North",20,0,2021-04-30
"4131","Childcare","Calgary",17,0,2021-04-30
"4132","School","Edmonton",7,0,2021-04-30
"4133","Childcare","Calgary",4,0,2021-04-30
"4134","School","Edmonton",7,0,2021-04-30
"4135","School","North",1,0,2021-04-30
"4136","School","North",3,0,2021-04-30
"4137","School","Calgary",3,0,2021-04-30
"4138","School","Calgary",16,0,2021-04-30
"4139","School","Edmonton",3,0,2021-04-30
"4140","School","Calgary",2,0,2021-04-30
"4141","School","Calgary",2,0,2021-04-30
"4142","School","Edmonton",2,0,2021-04-30
"4143","School","Calgary",6,0,2021-04-30
"4144","Social Service","Central",2,0,2021-04-30
"4145","School","Calgary",6,0,2021-04-30
"4146","School","Calgary",6,0,2021-04-30
"4147","Junior/High School","Calgary",15,0,2021-04-30
"4148","School","Edmonton",2,0,2021-04-30
"4149","School","Calgary",5,0,2021-04-30
"4150","Financial/Accounting","Calgary",20,0,2021-04-30
"4151","Financial/Accounting","Edmonton",8,0,2021-04-30
"4152","Gym/Sports","North",7,0,2021-04-30
"4153","Long-Term Care","Edmonton",1,0,2021-04-30
"4154","Long-Term Care","Edmonton",1,0,2021-04-30
"4155","Long-Term Care","Edmonton",1,0,2021-04-30
"4156","School","Calgary",4,0,2021-04-30
"4157","Restaurant","Calgary",9,0,2021-04-30
"4158","Childcare","Central",3,0,2021-04-30
"4159","Manufacturing","Calgary",11,0,2021-04-30
"4160","Childcare","Calgary",7,0,2021-04-30
"4161","Childcare","Calgary",4,0,2021-05-01
"4162","Long-Term Care","Calgary",2,0,2021-05-01
"4163","Manufacturing","North",12,0,2021-05-01
"4164","Shelter","Central",1,0,2021-05-01
"4165","Manufacturing","Edmonton",11,0,2021-05-01
"4166","School","Edmonton",7,0,2021-05-01
"4167","Shelter","Calgary",1,0,2021-05-01
"4168","Childcare","South",5,0,2021-05-01
"4169","School","South",2,0,2021-05-01
"4170","Grocery/Essential","Edmonton",6,0,2021-05-01
"4171","School","North",2,0,2021-05-01
"4172","School","Calgary",2,0,2021-05-01
"4173","School","Edmonton",3,0,2021-05-01
"4174","School","Edmonton",4,0,2021-05-01
"4175","School","South",4,0,2021-05-01
"4176","Junior/High School","Edmonton",8,0,2021-05-01
"4177","School","South",8,0,2021-05-01
"4178","Long-Term Care","Calgary",3,0,2021-05-01
"4179","School","Edmonton",8,0,2021-05-01
"4180","School","North",8,0,2021-05-01
"4181","Auto Delearship","Edmonton",17,0,2021-05-01
"4182","School","Central",6,0,2021-05-01
"4183","School","Central",6,0,2021-05-01
"4184","Manufacturing","North",14,0,2021-05-01
"4185","Childcare","Calgary",2,0,2021-05-01
"4186","School","Edmonton",5,0,2021-05-01
"4187","School","North",5,0,2021-05-01
"4188","Manufacturing","Calgary",5,0,2021-05-01
"4189","School","Edmonton",6,0,2021-05-01
"4190","School","South",6,0,2021-05-01
"4191","School","Calgary",2,0,2021-05-01
"4192","Junior/High School","North",4,0,2021-05-01
"4193","Long-Term Care","North",14,1,2021-05-01
"4194","Childcare","Calgary",56,0,2021-05-01
"4195","Long-Term Care","Edmonton",2,0,2021-05-01
"4196","Childcare","Edmonton",2,0,2021-05-01
"4197","School","Calgary",6,0,2021-05-01
"4198","Junior/High School","Calgary",3,0,2021-05-01
"4199","School","Central",3,0,2021-05-02
"4200","School","Edmonton",2,0,2021-05-02
"4201","School","Calgary",2,0,2021-05-02
"4202","School","Calgary",2,0,2021-05-02
"4203","School","Edmonton",6,0,2021-05-02
"4204","Business","Edmonton",14,0,2021-05-02
"4205","School","Edmonton",3,0,2021-05-02
"4206","School","Calgary",3,0,2021-05-02
"4207","School","Edmonton",5,0,2021-05-02
"4208","School","Calgary",5,0,2021-05-02
"4209","Childcare","Calgary",3,0,2021-05-02
"4210","Childcare","Calgary",2,0,2021-05-02
"4211","Frontline","Calgary",8,0,2021-05-02
"4212","Manufacturing","Edmonton",11,0,2021-05-02
"4213","Grocery/Essential","Edmonton",15,0,2021-05-02
"4214","Social Service","North",22,0,2021-05-02
"4215","Childcare","Calgary",5,0,2021-05-02
"4216","School","Edmonton",4,0,2021-05-02
"4217","School","Central",4,0,2021-05-02
"4218","Social Service","North",1,0,2021-05-02
"4219","Long-Term Care","Calgary",3,0,2021-05-02
"4220","School","North",2,0,2021-05-02
"4221","School","Edmonton",3,0,2021-05-02
"4222","School","Calgary",3,0,2021-05-02
"4223","School","Edmonton",4,0,2021-05-05
"4224","Manufacturing","North",10,0,2021-05-05
"4225","Manufacturing","South",9,0,2021-05-05
"4226","Manufacturing","Edmonton",7,0,2021-05-05
"4227","Manufacturing","Calgary",6,0,2021-05-05
"4228","Manufacturing","Edmonton",6,0,2021-05-05
"4229","Manufacturing","North",6,0,2021-05-05
"4230","Manufacturing","Edmonton",6,0,2021-05-05
"4231","Manufacturing","North",5,0,2021-05-05
"4232","Manufacturing","Edmonton",3,0,2021-05-05
"4233","Medical","Calgary",1,0,2021-05-05
"4234","Office","Calgary",1,0,2021-05-05
"4235","Long-Term Care","Edmonton",2,0,2021-05-05
"4236","Long-Term Care","Calgary",2,0,2021-05-05
"4237","Long-Term Care","Calgary",2,0,2021-05-05
"4238","Long-Term Care","Edmonton",2,0,2021-05-05
"4239","Long-Term Care","Edmonton",3,0,2021-05-05
"4240","Long-Term Care","Calgary",3,0,2021-05-05
"4241","Restaurant","South",8,0,2021-05-05
"4242","Long-Term Care","Central",7,0,2021-05-05
"4243","Restaurant","North",7,0,2021-05-05
"4244","Salon/Parlour","Central",7,0,2021-05-05
"4245","School","Calgary",14,0,2021-05-05
"4246","Junior/High School","Calgary",2,0,2021-05-05
"4247","Junior/High School","North",2,0,2021-05-05
"4248","School","Calgary",11,0,2021-05-05
"4249","School","Calgary",11,0,2021-05-05
"4250","School","South",10,0,2021-05-05
"4251","School","Edmonton",10,0,2021-05-05
"4252","School","Calgary",9,0,2021-05-05
"4253","Junior/High School","Edmonton",4,0,2021-05-05
"4254","Junior/High School","South",4,0,2021-05-05
"4255","Junior/High School","Edmonton",4,0,2021-05-05
"4256","School","Calgary",8,0,2021-05-05
"4257","School","South",8,0,2021-05-05
"4258","School","Calgary",8,0,2021-05-05
"4259","School","Calgary",8,0,2021-05-05
"4260","School","North",8,0,2021-05-05
"4261","School","Calgary",7,0,2021-05-05
"4262","School","Edmonton",7,0,2021-05-05
"4263","Acute Care","Calgary",1,0,2021-05-05
"4264","Acute Care","North",1,0,2021-05-05
"4265","School","Calgary",6,0,2021-05-05
"4266","School","Central",6,0,2021-05-05
"4267","School","Edmonton",6,0,2021-05-05
"4268","School","Edmonton",6,0,2021-05-05
"4269","School","Calgary",6,0,2021-05-05
"4270","School","Edmonton",6,0,2021-05-05
"4271","School","Central",6,0,2021-05-05
"4272","Junior/High School","Central",17,0,2021-05-05
"4273","Acute Care","South",1,0,2021-05-05
"4274","School","Calgary",5,0,2021-05-05
"4275","School","Edmonton",5,0,2021-05-05
"4276","School","Calgary",5,0,2021-05-05
"4277","School","North",5,0,2021-05-05
"4278","School","Edmonton",5,0,2021-05-05
"4279","School","Edmonton",5,0,2021-05-05
"4280","School","Edmonton",5,0,2021-05-05
"4281","School","Calgary",5,0,2021-05-05
"4282","Gym/Sports","Calgary",7,0,2021-05-05
"4283","Group Home","Edmonton",1,0,2021-05-05
"4284","Group Home","South",2,0,2021-05-05
"4285","Group Home","South",2,0,2021-05-05
"4286","School","Calgary",4,0,2021-05-05
"4287","School","Calgary",4,0,2021-05-05
"4288","School","Central",4,0,2021-05-05
"4289","School","South",4,0,2021-05-05
"4290","School","Calgary",4,0,2021-05-05
"4291","School","Calgary",4,0,2021-05-05
"4292","School","Edmonton",4,0,2021-05-05
"4293","School","Central",4,0,2021-05-05
"4294","School","Calgary",4,0,2021-05-05
"4295","School","Calgary",4,0,2021-05-05
"4296","School","North",4,0,2021-05-05
"4297","School","Central",4,0,2021-05-05
"4298","Frontline","Calgary",6,0,2021-05-05
"4299","Food Manufacturing","Edmonton",5,0,2021-05-05
"4300","Food Manufacturing","Calgary",7,0,2021-05-05
"4301","Food Manufacturing","Calgary",12,0,2021-05-05
"4302","Correctional","Edmonton",1,0,2021-05-05
"4303","Correctional","Calgary",2,0,2021-05-05
"4304","Construction","Calgary",7,0,2021-05-05
"4305","Acute Care","Edmonton",2,0,2021-05-05
"4306","Acute Care","South",9,1,2021-05-05
"4307","School","Edmonton",3,0,2021-05-05
"4308","School","Calgary",3,0,2021-05-05
"4309","School","North",3,0,2021-05-05
"4310","School","Edmonton",3,0,2021-05-05
"4311","School","Calgary",3,0,2021-05-05
"4312","School","Edmonton",3,0,2021-05-05
"4313","School","Central",3,0,2021-05-05
"4314","School","Calgary",3,0,2021-05-05
"4315","School","Calgary",3,0,2021-05-05
"4316","School","Edmonton",3,0,2021-05-05
"4317","School","Central",3,0,2021-05-05
"4318","Communal","North",23,0,2021-05-05
"4319","Communal","North",25,0,2021-05-05
"4320","Childcare","South",2,0,2021-05-05
"4321","Childcare","Calgary",2,0,2021-05-05
"4322","Childcare","North",2,0,2021-05-05
"4323","Childcare","Calgary",3,0,2021-05-05
"4324","Acute Care","Calgary",13,0,2021-05-05
"4325","School","Central",2,0,2021-05-05
"4326","School","Edmonton",2,0,2021-05-05
"4327","School","South",2,0,2021-05-05
"4328","School","South",2,0,2021-05-05
"4329","School","Edmonton",2,0,2021-05-05
"4330","School","Calgary",2,0,2021-05-05
"4331","School","North",2,0,2021-05-05
"4332","School","South",2,0,2021-05-05
"4333","School","Central",2,0,2021-05-05
"4334","School","South",2,0,2021-05-05
"4335","School","Calgary",2,0,2021-05-05
"4336","School","Edmonton",2,0,2021-05-05
"4337","School","Calgary",2,0,2021-05-05
"4338","School","Calgary",2,0,2021-05-05
"4339","School","Calgary",2,0,2021-05-05
"4340","School","Edmonton",2,0,2021-05-05
"4341","School","Edmonton",2,0,2021-05-05
"4342","School","South",2,0,2021-05-05
"4343","School","North",2,0,2021-05-05
"4344","School","North",2,0,2021-05-05
"4345","School","Edmonton",2,0,2021-05-05
"4346","Childcare","Calgary",4,0,2021-05-05
"4347","Childcare","Calgary",4,0,2021-05-05
"4348","Childcare","North",4,0,2021-05-05
"4349","Childcare","Calgary",4,0,2021-05-05
"4350","Childcare","Calgary",5,0,2021-05-05
"4351","Childcare","Calgary",5,0,2021-05-05
"4352","Social Service","South",14,0,2021-05-05
"4353","Social Service","South",9,0,2021-05-05
"4354","Childcare","Calgary",7,0,2021-05-05
"4355","Childcare","Edmonton",7,0,2021-05-05
"4356","Childcare","Calgary",8,0,2021-05-05
"4357","Childcare","Calgary",8,0,2021-05-05
"4358","Social Service","Calgary",5,0,2021-05-05
"4359","Childcare","South",10,0,2021-05-05
"4360","Childcare","Calgary",12,0,2021-05-05
"4361","Childcare","Edmonton",13,0,2021-05-05
"4362","Social Service","Edmonton",3,0,2021-05-05
"4363","Social Service","Edmonton",3,0,2021-05-05
"4364","Social Service","Edmonton",3,0,2021-05-05
"4365","Social Service","South",3,0,2021-05-05
"4366","Childcare","Calgary",22,0,2021-05-05
"4367","Social Service","Calgary",1,0,2021-05-05
"4368","Social Service","Calgary",2,0,2021-05-05
"4369","Long-Term Care","Central",1,0,2021-05-05
"4370","Long-Term Care","Edmonton",1,0,2021-05-05
"4371","Long-Term Care","Edmonton",1,0,2021-05-05
"4372","Long-Term Care","Edmonton",1,0,2021-05-05
"4373","Long-Term Care","South",1,0,2021-05-05
"4374","Long-Term Care","Calgary",1,0,2021-05-05
"4375","Long-Term Care","Central",1,0,2021-05-05
"4376","Manufacturing","North",14,0,2021-05-05
"4377","Business","Calgary",7,0,2021-05-05
"4378","Manufacturing","Calgary",11,0,2021-05-05
"4379","School","Calgary",2,0,2021-05-06
"4380","School","North",2,0,2021-05-06
"4381","Long-Term Care","South",3,0,2021-05-06
"4382","Manufacturing","Calgary",14,0,2021-05-06
"4383","Private","Central",4,0,2021-05-06
"4384","Restaurant","Calgary",9,0,2021-05-06
"4385","School","Calgary",14,0,2021-05-06
"4386","School","South",13,0,2021-05-06
"4387","School","Calgary",8,0,2021-05-06
"4388","Acute Care","Calgary",1,0,2021-05-06
"4389","School","Edmonton",7,0,2021-05-06
"4390","School","Calgary",7,0,2021-05-06
"4391","School","Central",7,0,2021-05-06
"4392","School","Calgary",5,0,2021-05-06
"4393","Childcare","Calgary",5,0,2021-05-06
"4394","School","Calgary",5,0,2021-05-06
"4395","Gym/Sports","Central",6,0,2021-05-06
"4396","Long-Term Care","Calgary",1,0,2021-05-06
"4397","Manufacturing","North",9,0,2021-05-06
"4398","Business","Edmonton",10,0,2021-05-06
"4399","Group Home","Central",1,0,2021-05-06
"4400","Social Service","Central",2,0,2021-05-06
"4401","Social Service","Edmonton",2,0,2021-05-06
"4402","Childcare","Calgary",32,0,2021-05-06
"4403","Correctional","Edmonton",4,0,2021-05-06
"4404","School","Edmonton",3,0,2021-05-06
"4405","School","Calgary",3,0,2021-05-06
"4406","School","Edmonton",3,0,2021-05-06
"4407","School","Calgary",3,0,2021-05-06
"4408","Manufacturing","Central",5,0,2021-05-06
"4409","Communal","Central",3,0,2021-05-06
"4410","Communal","North",8,0,2021-05-06
"4411","Communal","North",9,0,2021-05-06
"4412","Childcare","North",2,0,2021-05-06
"4413","Childcare","Edmonton",2,0,2021-05-06
"4414","Childcare","Calgary",2,0,2021-05-06
"4415","Childcare","North",2,0,2021-05-06
"4416","Long-Term Care","South",2,0,2021-05-06
"4417","Childcare","Calgary",8,0,2021-05-06
"4418","Childcare","Calgary",3,0,2021-05-06
"4419","Childcare","Calgary",3,0,2021-05-06
"4420","School","Edmonton",2,0,2021-05-06
"4421","Church","Calgary",8,0,2021-05-07
"4422","Childcare","Calgary",6,0,2021-05-07
"4423","School","Calgary",2,0,2021-05-07
"4424","School","Calgary",2,0,2021-05-07
"4425","School","Edmonton",2,0,2021-05-07
"4426","Social Service","Central",10,0,2021-05-07
"4427","School","Edmonton",2,0,2021-05-07
"4428","School","Calgary",2,0,2021-05-07
"4429","School","Edmonton",2,0,2021-05-07
"4430","School","Calgary",2,0,2021-05-07
"4431","Childcare","Calgary",7,0,2021-05-07
"4432","Manufacturing","Calgary",4,0,2021-05-07
"4433","Social Service","Edmonton",1,0,2021-05-07
"4434","Childcare","Calgary",8,0,2021-05-07
"4435","Childcare","Calgary",8,0,2021-05-07
"4436","Social Service","Edmonton",6,0,2021-05-07
"4437","Childcare","Calgary",2,0,2021-05-07
"4438","Social Service","Calgary",4,0,2021-05-07
"4439","Communal","North",10,0,2021-05-07
"4440","School","Edmonton",3,0,2021-05-07
"4441","Manufacturing","Calgary",5,0,2021-05-07
"4442","Manufacturing","Edmonton",5,0,2021-05-07
"4443","School","South",3,0,2021-05-07
"4444","School","Edmonton",3,0,2021-05-07
"4445","School","North",3,0,2021-05-07
"4446","School","Calgary",3,0,2021-05-07
"4447","Acute Care","Calgary",4,0,2021-05-07
"4448","Construction","Calgary",5,0,2021-05-07
"4449","Social Service","Calgary",1,0,2021-05-07
"4450","School","Central",4,0,2021-05-07
"4451","Social Service","North",2,0,2021-05-07
"4452","Group Home","Calgary",1,0,2021-05-07
"4453","Long-Term Care","Calgary",1,0,2021-05-07
"4454","Long-Term Care","Edmonton",1,0,2021-05-07
"4455","Long-Term Care","Calgary",1,0,2021-05-07
"4456","School","Central",5,0,2021-05-07
"4457","School","South",6,0,2021-05-07
"4458","Junior/High School","South",7,0,2021-05-07
"4459","Acute Care","Edmonton",1,0,2021-05-07
"4460","Junior/High School","Central",5,0,2021-05-07
"4461","School","Central",11,0,2021-05-07
"4462","Junior/High School","Calgary",2,0,2021-05-07
"4463","Manufacturing","Edmonton",10,0,2021-05-07
"4464","Long-Term Care","Central",2,0,2021-05-07
"4465","Office","Calgary",6,0,2021-05-07
"4466","School","Calgary",1,0,2021-05-07
"4467","School","Calgary",3,0,2021-05-08
"4468","School","Calgary",3,0,2021-05-08
"4469","Childcare","Central",4,0,2021-05-08
"4470","Manufacturing","Calgary",11,0,2021-05-08
"4471","Grocery/Essential","Edmonton",8,0,2021-05-08
"4472","School","Calgary",2,0,2021-05-08
"4473","School","Edmonton",2,0,2021-05-08
"4474","Social Service","Calgary",3,0,2021-05-08
"4475","School","Calgary",2,0,2021-05-08
"4476","Food Manufacturing","Calgary",3,0,2021-05-08
"4477","Childcare","Calgary",2,0,2021-05-08
"4478","Food Manufacturing","Calgary",12,0,2021-05-08
"4479","School","Calgary",2,0,2021-05-08
"4480","School","Central",2,0,2021-05-08
"4481","Childcare","Edmonton",2,0,2021-05-08
"4482","School","Calgary",7,0,2021-05-08
"4483","School","Edmonton",7,0,2021-05-08
"4484","School","Calgary",2,0,2021-05-08
"4485","School","Calgary",12,0,2021-05-08
"4486","Junior/High School","Central",5,0,2021-05-08
"4487","School","Calgary",2,0,2021-05-08
"4488","School","Edmonton",2,0,2021-05-08
"4489","Office","Edmonton",6,0,2021-05-08
"4490","Social Service","North",8,0,2021-05-08
"4491","School","Edmonton",8,0,2021-05-08
"4492","School","Calgary",8,0,2021-05-08
"4493","School","Calgary",5,0,2021-05-08
"4494","School","Edmonton",5,0,2021-05-08
"4495","Restaurant","Calgary",7,0,2021-05-08
"4496","Long-Term Care","South",1,0,2021-05-08
"4497","Childcare","North",6,0,2021-05-08
"4498","School","Calgary",2,0,2021-05-08
"4499","Long-Term Care","Edmonton",1,0,2021-05-08
"4500","School","South",8,0,2021-05-08
"4501","Manufacturing","North",10,0,2021-05-08
"4502","Childcare","Edmonton",10,0,2021-05-08
"4503","Manufacturing","Calgary",9,0,2021-05-08
"4504","Church","Central",9,1,2021-05-08
"4505","Manufacturing","North",7,0,2021-05-08
"4506","Group Home","Central",1,0,2021-05-08
"4507","Manufacturing","Edmonton",4,0,2021-05-08
"4508","School","Edmonton",2,0,2021-05-08
"4509","School","Central",2,0,2021-05-08
"4510","Social Service","North",18,0,2021-05-08
"4511","Childcare","Central",4,0,2021-05-08
"4512","School","Edmonton",2,0,2021-05-08
"4513","School","Calgary",2,0,2021-05-08
"4514","School","Edmonton",2,0,2021-05-08
"4515","Group Home","Edmonton",5,0,2021-05-08
"4516","School","Calgary",4,0,2021-05-08
"4517","School","South",4,0,2021-05-08
"4518","School","Calgary",4,0,2021-05-08
"4519","Childcare","Edmonton",2,0,2021-05-08
"4520","School","South",4,0,2021-05-08
"4521","Social Service","Edmonton",1,0,2021-05-08
"4522","Childcare","Calgary",5,0,2021-05-08
"4523","School","Calgary",2,0,2021-05-08
"4524","Junior/High School","North",4,0,2021-05-08
"4525","Childcare","North",5,0,2021-05-08
"4526","Junior/High School","North",5,0,2021-05-08
"4527","School","Edmonton",3,0,2021-05-08
"4528","School","Edmonton",3,0,2021-05-08
"4529","School","Edmonton",3,0,2021-05-08
"4530","School","Edmonton",2,0,2021-05-09
"4531","Childcare","Calgary",5,0,2021-05-09
"4532","Junior/High School","Edmonton",3,0,2021-05-09
"4533","School","Edmonton",2,0,2021-05-09
"4534","Childcare","Edmonton",5,0,2021-05-09
"4535","School","Calgary",29,0,2021-05-09
"4536","Social Service","Edmonton",6,0,2021-05-09
"4537","Childcare","Calgary",11,0,2021-05-09
"4538","Communal","Edmonton",20,0,2021-05-09
"4539","School","Edmonton",3,0,2021-05-09
"4540","School","Central",3,0,2021-05-09
"4541","School","Central",3,0,2021-05-09
"4542","School","Calgary",3,0,2021-05-09
"4543","School","Calgary",3,0,2021-05-09
